EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeGroup,SalaryBand,SatisfactionScore,AttritionBinary
342,18,Yes,Non-Travel,Research & Development,2,4,Technical Degree,1,Male,2,2,Research Scientist,3,Married,17549,9331,5,No,15,4,4,1,37,3,3,2,2,7,6,18-25,> 10K,2.33,1
343,53,No,Travel_Rarely,Sales,27,1,Other,3,Male,1,3,Sales Executive,4,Married,14136,22474,6,No,13,3,4,0,29,5,1,30,6,7,6,46-60,> 10K,2.67,0
344,38,Yes,Travel_Rarely,Research & Development,25,1,Technical Degree,4,Male,1,1,Manager,4,Single,1589,13180,0,No,15,3,1,3,36,4,1,0,0,8,16,36-45,< 3K,3.0,1
345,60,No,Travel_Rarely,Research & Development,16,4,Human Resources,2,Male,4,3,Research Scientist,4,Married,7509,10963,2,No,21,3,3,1,28,0,3,11,8,10,14,46-60,6K-10K,3.0,0
346,52,No,Non-Travel,Research & Development,22,2,Marketing,1,Male,3,5,Manufacturing Director,3,Divorced,8693,23425,1,Yes,21,3,1,1,21,3,2,38,20,3,6,46-60,6K-10K,2.0,0
347,30,No,Travel_Rarely,Research & Development,5,4,Human Resources,3,Female,4,3,Manager,1,Married,10454,19495,7,No,18,3,3,1,13,0,1,3,1,9,14,26-35,> 10K,1.67,0
348,27,No,Travel_Rarely,Sales,5,2,Marketing,1,Male,3,4,Sales Executive,4,Single,17455,13503,8,No,17,3,2,2,9,3,1,12,10,2,3,26-35,> 10K,2.0,0
349,27,No,Non-Travel,Research & Development,12,3,Other,3,Female,4,4,Manager,2,Divorced,12708,14598,1,No,16,3,4,0,10,6,3,33,14,8,1,26-35,> 10K,2.67,0
350,30,No,Travel_Rarely,Research & Development,3,2,Human Resources,3,Male,1,2,Manager,4,Single,13942,11786,1,No,24,3,3,1,34,1,2,20,18,8,12,26-35,> 10K,3.0,0
351,54,No,Travel_Rarely,Research & Development,16,5,Technical Degree,3,Male,2,2,Manager,3,Married,17652,12921,9,Yes,23,3,1,2,22,4,2,21,15,1,11,46-60,> 10K,2.67,0
352,55,No,Travel_Rarely,Research & Development,6,1,Life Sciences,4,Female,3,3,Research Director,4,Single,10968,11473,8,No,11,3,3,0,7,6,4,3,1,15,9,46-60,> 10K,4.0,0
353,41,No,Non-Travel,Research & Development,15,3,Life Sciences,2,Female,4,1,Manufacturing Director,1,Single,3462,21969,3,No,20,3,3,0,20,5,4,17,11,5,14,36-45,3K-6K,2.33,0
354,19,No,Non-Travel,Sales,15,4,Other,1,Male,4,1,Manager,4,Married,10460,25985,4,No,11,3,2,2,36,4,3,4,1,15,16,18-25,> 10K,2.67,0
355,39,No,Travel_Rarely,Sales,29,2,Technical Degree,2,Male,3,5,Manager,3,Married,2015,16464,8,No,11,3,4,0,27,0,2,18,12,2,5,36-45,< 3K,2.33,0
356,34,Yes,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Male,3,1,Research Scientist,3,Divorced,10275,13020,5,No,24,3,4,2,30,1,3,1,0,4,4,26-35,> 10K,3.0,1
357,53,No,Travel_Rarely,Sales,20,5,Other,3,Female,1,2,Sales Representative,2,Divorced,14269,4373,9,No,20,3,1,3,27,2,4,11,3,15,12,46-60,> 10K,3.0,0
358,31,No,Travel_Rarely,Research & Development,13,2,Marketing,2,Male,3,1,Research Scientist,3,Divorced,1406,16352,8,Yes,24,3,1,1,26,6,3,16,13,1,13,26-35,< 3K,2.67,0
359,27,No,Travel_Rarely,Human Resources,12,4,Technical Degree,2,Male,4,5,Human Resources,2,Married,8384,25226,8,Yes,18,3,2,2,39,4,3,9,7,14,13,26-35,6K-10K,2.33,0
360,52,No,Travel_Rarely,Research & Development,10,4,Marketing,1,Female,1,4,Research Director,1,Married,12268,17344,6,No,18,3,3,0,20,5,1,33,8,3,14,46-60,> 10K,1.0,0
361,42,Yes,Non-Travel,Research & Development,14,2,Technical Degree,3,Female,1,1,Laboratory Technician,3,Divorced,18369,10533,9,No,24,3,3,0,8,6,1,5,0,10,15,36-45,> 10K,2.33,1
362,20,Yes,Travel_Rarely,Research & Development,2,5,Marketing,2,Female,2,1,Research Director,4,Married,12795,23482,8,No,17,3,1,3,28,1,1,7,2,2,9,18-25,> 10K,2.33,1
363,55,No,Travel_Rarely,Research & Development,29,1,Marketing,4,Male,2,2,Laboratory Technician,1,Divorced,5485,15125,4,No,16,4,4,3,14,1,4,10,2,1,0,46-60,3K-6K,3.0,0
364,34,No,Travel_Rarely,Research & Development,3,1,Life Sciences,3,Female,2,3,Manufacturing Director,4,Married,9901,6723,4,Yes,14,3,3,3,32,0,3,11,4,5,10,26-35,6K-10K,3.33,0
365,29,No,Non-Travel,Human Resources,9,4,Technical Degree,3,Female,3,4,Human Resources,4,Married,3618,21202,7,No,11,3,2,3,36,5,1,8,4,10,6,26-35,3K-6K,2.67,0
366,41,Yes,Travel_Rarely,Research & Development,11,5,Human Resources,1,Female,1,3,Manufacturing Director,4,Married,10603,21309,9,No,25,3,1,3,35,1,1,1,1,2,16,36-45,> 10K,2.0,1
367,46,No,Non-Travel,Human Resources,11,4,Life Sciences,4,Female,3,5,Human Resources,1,Married,7928,11464,3,No,25,3,3,1,27,1,1,7,1,3,3,46-60,6K-10K,2.0,0
368,60,No,Travel_Frequently,Human Resources,25,1,Marketing,1,Female,1,5,Manager,1,Married,6368,2709,8,Yes,19,3,4,2,9,2,4,10,0,5,6,46-60,6K-10K,2.0,0
369,42,No,Travel_Rarely,Sales,22,4,Marketing,4,Male,4,3,Sales Executive,3,Married,5621,8992,6,Yes,25,3,4,3,22,0,4,35,7,11,2,36-45,3K-6K,3.67,0
370,53,No,Travel_Rarely,Sales,10,2,Human Resources,1,Male,3,2,Manager,4,Married,15719,2738,6,No,11,3,2,3,27,0,3,9,2,12,13,46-60,> 10K,2.67,0
371,43,No,Travel_Rarely,Sales,26,2,Human Resources,4,Female,1,2,Sales Representative,2,Divorced,12126,15233,2,Yes,14,3,2,1,33,5,3,20,16,11,17,36-45,> 10K,3.0,0
372,55,Yes,Travel_Rarely,Sales,14,5,Marketing,4,Male,2,2,Sales Representative,3,Divorced,8566,16692,3,Yes,13,3,1,2,4,1,3,19,16,14,17,46-60,6K-10K,3.33,1
373,18,Yes,Travel_Frequently,Sales,9,1,Human Resources,4,Male,2,4,Sales Executive,1,Single,13306,6590,6,Yes,17,3,1,3,17,2,1,7,2,4,0,18-25,> 10K,2.0,1
374,37,No,Travel_Rarely,Research & Development,20,5,Medical,2,Male,4,5,Manufacturing Director,2,Single,16086,15718,4,No,15,4,4,2,5,3,2,35,30,3,5,36-45,> 10K,2.0,0
375,45,No,Travel_Rarely,Sales,27,5,Life Sciences,3,Female,3,5,Manager,1,Married,18387,24471,2,No,15,4,4,2,22,4,4,28,1,12,8,36-45,> 10K,2.67,0
376,33,No,Travel_Rarely,Research & Development,21,1,Technical Degree,4,Male,1,5,Manager,2,Married,19850,5718,0,No,14,3,3,1,27,6,1,11,5,13,1,26-35,> 10K,2.33,0
377,34,No,Travel_Rarely,Research & Development,10,3,Human Resources,2,Female,2,4,Research Director,3,Single,11162,15105,6,No,11,4,3,1,40,0,1,13,5,11,7,26-35,> 10K,2.0,0
378,57,No,Non-Travel,Sales,22,3,Human Resources,2,Male,1,5,Manager,2,Married,19019,10201,5,No,15,3,3,3,12,2,3,20,13,3,3,46-60,> 10K,2.33,0
379,45,No,Non-Travel,Research & Development,29,4,Medical,1,Male,3,3,Manager,3,Divorced,10890,7081,9,Yes,14,3,2,0,24,5,3,21,2,1,9,36-45,> 10K,2.33,0
380,29,Yes,Travel_Rarely,Sales,9,3,Technical Degree,3,Male,2,1,Sales Representative,1,Divorced,9095,18054,6,No,24,3,2,1,6,2,1,20,11,11,0,26-35,6K-10K,1.67,1
381,44,No,Travel_Rarely,Sales,29,2,Medical,3,Male,4,4,Manager,2,Married,13719,11929,1,No,20,3,3,2,1,1,4,29,3,12,10,36-45,> 10K,3.0,0
382,59,No,Travel_Rarely,Research & Development,5,5,Technical Degree,1,Female,4,1,Healthcare Representative,4,Married,11283,20962,3,No,23,3,4,2,15,4,4,38,11,9,8,46-60,> 10K,3.0,0
383,47,No,Travel_Rarely,Research & Development,8,4,Life Sciences,3,Female,3,3,Healthcare Representative,4,Married,19279,19942,1,Yes,18,3,1,3,1,0,1,19,12,12,10,46-60,> 10K,2.67,0
384,58,No,Travel_Rarely,Research & Development,11,5,Human Resources,1,Female,3,2,Research Director,1,Single,15231,22384,7,Yes,12,3,2,3,35,3,2,23,1,15,3,46-60,> 10K,1.33,0
385,51,No,Travel_Rarely,Research & Development,1,1,Life Sciences,2,Male,1,2,Healthcare Representative,2,Married,15698,6545,6,No,18,3,2,3,1,1,2,22,1,3,4,46-60,> 10K,2.0,0
386,54,Yes,Travel_Rarely,Research & Development,21,3,Technical Degree,2,Male,4,2,Laboratory Technician,4,Single,18457,7339,0,No,11,3,3,2,37,0,4,6,6,11,16,46-60,> 10K,3.33,1
387,23,Yes,Travel_Rarely,Sales,10,1,Human Resources,4,Male,3,4,Sales Representative,3,Married,6184,17353,1,Yes,23,3,1,1,9,6,3,8,6,7,17,18-25,6K-10K,3.33,1
388,24,No,Non-Travel,Sales,1,4,Medical,1,Male,3,2,Sales Executive,2,Married,3402,21100,1,No,14,3,2,0,13,5,2,0,0,4,4,18-25,3K-6K,1.67,0
389,49,No,Travel_Rarely,Research & Development,26,2,Marketing,2,Male,4,4,Laboratory Technician,2,Married,5895,6302,3,No,13,3,1,1,26,0,2,25,16,15,17,46-60,3K-6K,2.0,0
390,49,No,Travel_Rarely,Research & Development,22,3,Medical,2,Female,1,4,Manager,4,Married,12404,3809,2,No,15,3,2,0,14,2,3,37,31,13,16,46-60,> 10K,3.0,0
391,42,No,Travel_Rarely,Human Resources,7,1,Marketing,1,Male,1,1,Human Resources,3,Married,16161,7830,0,No,23,3,1,1,20,6,2,37,6,13,2,36-45,> 10K,2.0,0
392,50,Yes,Travel_Rarely,Research & Development,28,3,Medical,2,Male,4,2,Laboratory Technician,3,Single,10343,20381,1,Yes,15,3,1,3,11,4,1,21,13,14,10,46-60,> 10K,2.0,1
393,24,No,Non-Travel,Research & Development,14,5,Technical Degree,3,Female,4,5,Research Director,3,Single,11637,18156,8,Yes,15,3,2,2,32,3,2,9,0,13,16,18-25,> 10K,2.67,0
394,29,Yes,Non-Travel,Research & Development,5,2,Life Sciences,2,Male,4,2,Research Scientist,2,Married,2956,17869,0,Yes,22,3,1,0,39,4,3,5,5,10,7,26-35,< 3K,2.33,1
395,33,Yes,Non-Travel,Research & Development,17,3,Marketing,1,Female,4,2,Healthcare Representative,1,Single,8023,21315,8,No,14,4,4,1,21,2,1,16,5,9,7,26-35,6K-10K,1.0,1
396,33,No,Non-Travel,Research & Development,22,2,Technical Degree,3,Female,4,2,Human Resources,2,Single,15062,4130,6,Yes,18,3,2,2,37,3,2,37,23,9,1,26-35,> 10K,2.33,0
397,60,No,Non-Travel,Research & Development,26,5,Life Sciences,3,Male,3,5,Healthcare Representative,2,Married,15333,6412,1,No,13,3,2,0,17,3,4,23,5,7,6,46-60,> 10K,3.0,0
398,53,No,Travel_Rarely,Research & Development,21,5,Life Sciences,2,Male,2,5,Research Director,4,Married,4907,12884,1,Yes,22,3,4,0,1,1,1,9,1,5,5,46-60,3K-6K,2.33,0
399,30,No,Travel_Frequently,Research & Development,6,1,Human Resources,4,Female,4,4,Research Scientist,1,Married,1807,24897,4,No,14,3,1,2,28,3,1,7,7,15,17,26-35,< 3K,2.0,0
400,24,No,Travel_Frequently,Research & Development,16,4,Human Resources,3,Male,2,5,Manufacturing Director,3,Married,15031,4796,4,No,11,3,4,3,6,0,4,20,4,11,6,18-25,> 10K,3.33,0
401,53,Yes,Travel_Frequently,Sales,11,1,Human Resources,1,Male,1,4,Sales Representative,4,Divorced,5827,26132,3,Yes,17,3,2,2,30,4,4,5,5,9,17,46-60,3K-6K,3.0,1
402,26,No,Travel_Rarely,Human Resources,10,2,Marketing,4,Female,3,1,Manager,2,Divorced,14699,16007,9,Yes,11,3,4,3,40,5,2,20,1,4,11,26-35,> 10K,2.67,0
403,49,No,Travel_Rarely,Research & Development,15,1,Marketing,4,Male,2,4,Healthcare Representative,1,Single,5524,16965,9,No,25,3,1,1,17,5,2,38,14,3,6,46-60,3K-6K,2.33,0
404,28,No,Non-Travel,Research & Development,7,3,Life Sciences,3,Male,1,2,Manufacturing Director,3,Divorced,16193,24707,2,Yes,12,3,4,1,8,4,3,23,10,9,6,26-35,> 10K,3.0,0
405,25,No,Non-Travel,Research & Development,23,1,Marketing,2,Female,1,3,Research Scientist,3,Married,17223,8745,3,Yes,21,3,2,2,7,1,3,32,21,8,0,18-25,> 10K,2.67,0
406,50,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Female,1,3,Manufacturing Director,2,Divorced,19668,14887,9,Yes,17,3,1,3,32,3,1,17,0,9,9,46-60,> 10K,2.33,0
407,40,No,Travel_Rarely,Research & Development,12,4,Technical Degree,2,Male,4,2,Manufacturing Director,3,Married,6313,7202,3,No,11,4,2,1,4,2,4,27,17,13,9,36-45,6K-10K,3.0,0
408,42,No,Travel_Rarely,Sales,19,2,Medical,3,Male,3,4,Manager,3,Married,14598,3555,1,No,21,4,2,3,13,6,4,31,11,4,11,36-45,> 10K,3.33,0
409,25,No,Travel_Rarely,Human Resources,12,5,Life Sciences,1,Male,1,2,Manager,1,Married,14058,13882,4,No,13,3,3,3,12,6,3,11,11,9,2,18-25,> 10K,1.67,0
410,39,No,Travel_Rarely,Sales,16,4,Life Sciences,4,Male,4,5,Sales Executive,4,Married,18141,13764,4,No,23,3,2,3,10,0,1,26,24,15,2,36-45,> 10K,3.0,0
411,21,No,Travel_Rarely,Research & Development,6,2,Technical Degree,1,Female,2,4,Research Director,1,Divorced,5887,26565,4,No,16,4,2,2,19,1,1,9,7,14,12,18-25,3K-6K,1.0,0
412,57,Yes,Travel_Rarely,Human Resources,3,4,Human Resources,2,Female,3,2,Human Resources,4,Single,4854,6443,9,No,16,3,1,3,22,6,3,31,27,10,12,46-60,3K-6K,3.0,1
413,20,No,Travel_Frequently,Human Resources,2,4,Other,2,Female,2,5,Manager,4,Single,13458,15583,0,No,16,3,1,2,26,3,3,25,6,5,5,18-25,> 10K,3.0,0
414,39,No,Travel_Frequently,Research & Development,20,5,Human Resources,1,Male,2,5,Manufacturing Director,4,Married,15536,10522,5,Yes,21,3,1,1,14,5,3,24,22,14,2,36-45,> 10K,2.67,0
415,58,No,Travel_Rarely,Research & Development,5,3,Human Resources,3,Male,4,4,Research Director,3,Divorced,4558,23089,1,No,23,4,4,1,29,2,2,10,4,6,14,46-60,3K-6K,2.67,0
416,46,No,Non-Travel,Research & Development,11,2,Life Sciences,3,Male,2,1,Manufacturing Director,1,Married,10772,12136,6,No,12,4,4,0,15,3,1,22,1,10,8,46-60,> 10K,1.67,0
417,51,No,Travel_Rarely,Sales,26,4,Life Sciences,4,Male,3,1,Sales Representative,3,Married,18345,23223,3,No,12,3,1,0,39,1,1,33,10,11,5,46-60,> 10K,2.67,0
418,51,Yes,Travel_Rarely,Research & Development,25,4,Marketing,4,Male,2,5,Laboratory Technician,2,Married,4575,22342,4,Yes,16,3,4,1,17,2,1,39,21,15,5,46-60,3K-6K,2.33,1
419,45,Yes,Travel_Rarely,Research & Development,3,1,Marketing,3,Male,4,1,Research Director,1,Single,3418,23048,4,Yes,20,3,3,3,22,6,3,22,9,10,7,36-45,3K-6K,2.33,1
420,30,No,Non-Travel,Research & Development,3,3,Medical,3,Male,1,5,Manufacturing Director,4,Married,5198,11876,4,Yes,15,3,4,3,35,2,3,28,2,12,10,26-35,3K-6K,3.33,0
421,32,Yes,Travel_Rarely,Research & Development,22,5,Medical,1,Female,4,1,Manager,3,Married,2001,2746,1,Yes,24,3,3,1,37,2,3,30,19,0,15,26-35,< 3K,2.33,1
422,40,No,Travel_Rarely,Research & Development,5,2,Other,2,Female,1,5,Research Director,3,Divorced,8119,4184,4,No,17,3,1,1,7,2,3,6,4,8,8,36-45,6K-10K,2.67,0
423,43,Yes,Travel_Frequently,Sales,22,4,Marketing,2,Male,2,5,Manager,1,Single,10673,26330,2,No,17,3,1,0,38,6,4,39,27,11,10,36-45,> 10K,2.33,1
424,21,No,Travel_Rarely,Research & Development,23,2,Life Sciences,4,Male,1,5,Healthcare Representative,1,Married,6316,16052,3,No,15,3,4,3,28,3,3,32,17,7,15,18-25,6K-10K,2.67,0
425,43,No,Travel_Rarely,Sales,11,5,Technical Degree,3,Female,4,5,Sales Representative,4,Single,17244,11576,1,Yes,18,4,1,1,11,2,2,20,13,11,5,36-45,> 10K,3.0,0
426,57,No,Travel_Rarely,Research & Development,3,3,Marketing,1,Female,4,3,Manager,4,Single,17806,23705,3,Yes,20,3,1,0,17,3,4,1,1,15,16,46-60,> 10K,3.0,0
427,26,No,Non-Travel,Research & Development,13,1,Life Sciences,4,Male,3,1,Research Director,2,Married,12873,11210,8,Yes,16,3,2,0,18,2,4,17,7,10,15,26-35,> 10K,3.33,0
428,22,No,Travel_Rarely,Research & Development,21,3,Marketing,1,Female,3,5,Research Director,4,Married,5266,17079,7,No,25,3,1,3,35,2,3,32,7,15,17,18-25,3K-6K,2.67,0
429,49,No,Travel_Rarely,Research & Development,8,1,Human Resources,3,Female,1,2,Manager,3,Single,8549,9148,2,No,15,3,2,0,32,1,1,36,3,14,0,46-60,6K-10K,2.33,0
430,37,No,Travel_Rarely,Sales,20,2,Marketing,3,Male,1,4,Sales Executive,2,Single,11589,14855,0,Yes,14,3,1,0,4,3,3,33,26,4,17,36-45,> 10K,2.67,0
431,28,Yes,Travel_Rarely,Sales,10,3,Other,3,Male,3,2,Sales Representative,2,Married,2657,17473,0,Yes,17,4,3,2,38,5,1,19,3,2,7,26-35,< 3K,2.0,1
432,32,Yes,Travel_Rarely,Research & Development,2,3,Human Resources,2,Male,2,2,Laboratory Technician,2,Divorced,19925,20408,5,No,14,3,3,1,27,3,3,34,4,4,9,26-35,> 10K,2.33,1
433,49,Yes,Travel_Rarely,Research & Development,4,3,Life Sciences,3,Male,3,3,Manager,1,Married,10462,24557,2,No,15,3,1,3,25,4,3,17,0,15,1,46-60,> 10K,2.33,1
434,45,No,Travel_Rarely,Sales,18,5,Human Resources,4,Male,2,1,Manager,4,Married,4164,11734,3,No,15,3,3,1,20,6,1,23,16,4,8,36-45,3K-6K,3.0,0
435,39,Yes,Non-Travel,Sales,19,2,Marketing,2,Female,1,3,Sales Executive,2,Single,19437,16219,0,No,11,3,3,2,22,5,1,7,1,8,3,36-45,> 10K,1.67,1
436,58,No,Travel_Rarely,Research & Development,4,1,Human Resources,1,Female,1,1,Manager,1,Divorced,9479,21095,7,Yes,25,3,3,3,20,1,1,29,29,6,10,46-60,6K-10K,1.0,0
437,34,Yes,Travel_Rarely,Sales,20,3,Other,4,Male,4,5,Sales Representative,1,Married,6737,13238,0,No,11,3,4,1,10,3,1,9,7,12,9,26-35,6K-10K,2.0,1
438,43,No,Travel_Rarely,Research & Development,26,2,Technical Degree,4,Male,4,3,Research Director,2,Divorced,18831,25402,4,No,13,3,3,0,38,1,2,22,6,1,13,36-45,> 10K,2.67,0
439,24,Yes,Travel_Frequently,Research & Development,9,5,Human Resources,1,Female,2,4,Laboratory Technician,2,Single,7009,16357,5,No,25,3,2,3,15,5,1,10,9,4,6,18-25,6K-10K,1.33,1
440,59,No,Travel_Rarely,Sales,16,5,Other,2,Male,2,1,Manager,3,Married,17991,9197,1,No,24,4,4,2,32,1,3,1,0,15,5,46-60,> 10K,2.67,0
441,43,Yes,Non-Travel,Sales,26,2,Human Resources,4,Male,3,3,Sales Representative,2,Married,5552,3702,6,Yes,21,3,2,0,26,1,3,25,4,8,15,36-45,3K-6K,3.0,1
442,42,No,Travel_Rarely,Human Resources,6,1,Medical,4,Female,2,4,Manager,3,Single,19148,7529,6,No,13,4,2,2,0,0,2,35,33,13,12,36-45,> 10K,3.0,0
443,27,No,Travel_Rarely,Research & Development,25,2,Technical Degree,4,Male,1,2,Research Director,2,Single,10417,9216,0,Yes,12,3,2,0,15,3,1,32,6,10,11,26-35,> 10K,2.33,0
444,36,No,Travel_Rarely,Research & Development,4,2,Life Sciences,2,Male,1,5,Research Scientist,2,Married,10221,14612,3,No,22,3,4,1,4,1,3,12,7,12,14,36-45,> 10K,2.33,0
445,28,No,Travel_Rarely,Research & Development,9,4,Other,2,Male,1,5,Research Director,4,Married,3671,9655,3,No,12,3,1,1,17,0,2,39,27,1,7,26-35,3K-6K,2.67,0
446,30,No,Travel_Rarely,Human Resources,27,5,Human Resources,2,Male,4,2,Human Resources,2,Single,7519,7417,4,No,16,3,3,1,40,0,3,24,6,7,3,26-35,6K-10K,2.33,0
447,25,No,Travel_Rarely,Human Resources,13,1,Technical Degree,4,Male,2,3,Manager,2,Married,4962,18133,0,No,23,3,3,2,33,2,2,3,1,11,7,18-25,3K-6K,2.67,0
448,57,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,2,2,Laboratory Technician,3,Single,13734,8324,0,No,11,3,1,3,24,2,2,18,6,2,15,46-60,> 10K,2.67,0
449,21,No,Travel_Rarely,Research & Development,6,2,Technical Degree,1,Female,4,4,Research Director,3,Single,14122,22257,6,Yes,16,3,1,1,33,6,4,17,13,3,15,18-25,> 10K,2.67,0
450,48,No,Travel_Rarely,Sales,21,5,Other,3,Male,4,1,Sales Executive,4,Married,4722,10313,8,No,15,3,2,2,14,5,4,36,3,1,1,46-60,3K-6K,3.67,0
451,45,No,Travel_Rarely,Research & Development,19,4,Medical,2,Male,4,3,Research Director,2,Single,5906,16459,0,No,16,3,4,0,3,3,1,29,9,8,16,36-45,3K-6K,1.67,0
452,28,No,Travel_Rarely,Research & Development,14,4,Other,4,Male,1,1,Laboratory Technician,2,Married,8263,18649,1,Yes,15,3,2,1,3,2,4,18,17,5,4,26-35,6K-10K,3.33,0
453,60,No,Travel_Frequently,Research & Development,21,1,Other,4,Male,2,2,Research Director,3,Married,14699,26603,5,No,17,3,3,0,24,5,2,22,11,14,4,46-60,> 10K,3.0,0
454,18,Yes,Travel_Rarely,Human Resources,15,2,Life Sciences,3,Female,3,5,Human Resources,1,Married,12088,23762,5,No,11,3,1,1,40,3,3,15,15,8,11,18-25,> 10K,2.33,1
455,55,No,Non-Travel,Sales,3,1,Life Sciences,3,Male,3,1,Sales Executive,1,Married,1808,20508,1,No,23,3,3,0,12,5,3,0,0,13,6,46-60,< 3K,2.33,0
456,41,No,Travel_Rarely,Research & Development,5,4,Human Resources,1,Female,2,1,Healthcare Representative,1,Divorced,10170,18815,8,No,13,3,1,2,24,6,1,11,8,14,4,36-45,> 10K,1.0,0
457,48,No,Travel_Rarely,Sales,21,4,Marketing,4,Male,2,5,Sales Executive,3,Married,17260,6974,3,No,16,3,4,1,2,6,4,23,6,10,3,46-60,> 10K,3.67,0
458,39,No,Travel_Rarely,Research & Development,18,1,Other,3,Male,4,1,Manufacturing Director,3,Married,18109,22161,6,Yes,11,3,2,2,34,0,1,33,27,12,16,36-45,> 10K,2.33,0
459,43,Yes,Travel_Rarely,Sales,14,4,Life Sciences,1,Female,4,1,Manager,1,Single,11693,25421,5,Yes,23,3,3,2,8,0,2,7,4,12,5,36-45,> 10K,1.33,1
460,22,No,Travel_Frequently,Sales,16,3,Other,2,Male,1,5,Manager,1,Married,8701,14723,2,No,21,4,4,0,13,3,4,17,2,7,13,18-25,6K-10K,2.33,0
461,37,No,Travel_Rarely,Sales,14,5,Other,3,Female,4,5,Sales Executive,2,Married,18600,17473,7,No,21,3,3,1,21,5,1,4,3,11,8,36-45,> 10K,2.0,0
462,58,No,Travel_Rarely,Research & Development,9,2,Life Sciences,2,Male,2,2,Manufacturing Director,3,Married,19581,3085,6,No,17,3,1,3,8,5,3,25,14,8,3,46-60,> 10K,2.67,0
463,28,No,Travel_Rarely,Research & Development,15,5,Medical,1,Male,1,2,Research Director,3,Married,15191,24579,8,Yes,14,3,3,3,23,2,3,29,9,15,10,26-35,> 10K,2.33,0
464,50,No,Travel_Rarely,Research & Development,7,2,Medical,2,Female,3,1,Laboratory Technician,1,Single,18356,24643,2,Yes,13,3,4,2,22,2,1,12,9,4,15,46-60,> 10K,1.33,0
465,55,No,Travel_Frequently,Human Resources,14,4,Other,4,Female,2,3,Manager,1,Single,14704,20869,0,Yes,20,3,4,0,36,3,1,18,18,15,15,46-60,> 10K,2.0,0
466,44,Yes,Non-Travel,Research & Development,6,1,Medical,4,Female,3,2,Manufacturing Director,4,Single,3123,17771,1,No,19,3,2,0,14,4,1,28,15,5,15,36-45,3K-6K,3.0,1
467,51,No,Travel_Rarely,Sales,21,1,Other,2,Female,2,2,Sales Representative,3,Married,12533,10292,0,No,11,4,3,0,35,2,2,2,2,6,5,46-60,> 10K,2.33,0
468,32,No,Non-Travel,Research & Development,15,4,Human Resources,4,Female,2,3,Manufacturing Director,4,Married,17608,23782,4,No,18,4,1,1,13,1,2,25,7,4,14,26-35,> 10K,3.33,0
469,49,No,Travel_Rarely,Sales,20,2,Life Sciences,1,Male,1,3,Sales Representative,2,Single,15448,12346,9,Yes,11,3,3,1,19,2,3,39,2,0,2,46-60,> 10K,2.0,0
470,38,No,Non-Travel,Human Resources,8,4,Other,4,Male,1,5,Manager,4,Married,15586,23462,1,Yes,23,3,2,0,38,4,2,11,6,8,8,36-45,> 10K,3.33,0
471,22,No,Travel_Rarely,Sales,2,2,Medical,2,Male,4,2,Manager,1,Single,2814,9202,2,No,24,3,1,3,35,5,2,1,0,1,0,18-25,< 3K,1.67,0
472,23,No,Travel_Rarely,Human Resources,8,4,Medical,2,Male,2,4,Human Resources,3,Single,14001,21432,7,Yes,15,3,1,3,26,0,4,10,6,6,10,18-25,> 10K,3.0,0
473,55,No,Travel_Rarely,Sales,1,4,Technical Degree,2,Male,2,4,Sales Executive,3,Married,18490,24886,9,No,20,3,2,1,16,0,2,27,6,11,5,46-60,> 10K,2.33,0
474,39,No,Travel_Rarely,Research & Development,26,4,Technical Degree,3,Female,1,1,Manufacturing Director,4,Married,17508,15174,4,No,18,4,1,0,25,5,4,17,13,7,4,36-45,> 10K,3.67,0
475,35,No,Travel_Frequently,Research & Development,17,1,Medical,2,Male,3,2,Research Director,4,Single,14380,19183,3,No,16,3,4,3,40,0,2,12,1,14,17,26-35,> 10K,2.67,0
476,31,No,Travel_Rarely,Human Resources,19,2,Human Resources,1,Female,4,4,Manager,2,Single,16406,22206,4,No,17,3,4,3,3,2,3,36,18,7,11,26-35,> 10K,2.0,0
477,27,No,Travel_Rarely,Sales,5,4,Marketing,4,Male,2,2,Sales Representative,2,Divorced,3931,7611,9,No,21,4,1,1,2,6,1,21,8,0,6,26-35,3K-6K,2.33,0
478,30,No,Travel_Rarely,Research & Development,22,5,Other,4,Male,1,2,Research Director,1,Single,14567,16191,5,Yes,18,3,3,1,18,0,3,11,2,14,1,26-35,> 10K,2.67,0
479,48,No,Travel_Rarely,Human Resources,20,5,Technical Degree,3,Female,2,4,Manager,1,Married,15038,24393,6,No,23,3,1,3,40,6,2,1,1,9,6,46-60,> 10K,2.0,0
480,47,No,Non-Travel,Research & Development,16,1,Other,3,Male,1,2,Research Director,1,Married,13317,7263,8,No,16,3,3,0,39,4,1,36,24,6,8,46-60,> 10K,1.67,0
